vorname,anzahl,geschlecht
Lenia,2,w
Lee,2,m
Leona,2,w
Leevi,2,m
Leticia,2,w
Leonardo,2,m
Leyla,2,w
Leonhard,2,m
Liane,2,w
Levy,2,m
Liesbeth,2,w
Lias,2,m
Lilja,2,w
Lino,2,m
Linn,2,w
Lisandro,2,m
Lore,2,w
Lorenz,2,m
Lovis,2,w
Lovis,2,m
Luka,2,w
Luan,2,m
Lupita,2,w
Luk,2,m
Luzie,2,w
Maksim,2,m
Lyra,2,w
Malik,2,m
Madelaine,2,w
Manfred,2,m
Madeleine,2,w
Marian,2,m
Maira,2,w
Marius,2,m
Malika,2,w
Mark,2,m
Malinka,2,w
Marko,2,m
Manon,2,w
Marreiros,2,m
Margarethe,2,w
Mattes,2,m
Margit,2,w
Matthew,2,m
Marie-Luise,2,w
Maurice,2,m
Marika,2,w
Michail,2,m
Marlena,2,w
Mick,2,m
Maryam,2,w
Mitja,2,m
Maxi,2,w
Mohammad,2,m
Meryem,2,w
Muhammed,2,m
Mia-Sophie,2,w
Mylo,2,m
Mieke,2,w
Nam,2,m
Mika,2,w
Neil,2,m
Milaine,2,w
Nikolai,2,m
Minou,2,w
Nio,2,m
Nadine,2,w
Noél,2,m
Nadja,2,w
Olivier,2,m
Naima,2,w
Paco,2,m
Nala,2,w
Patrick,2,m
Natalie,2,w
Peer,2,m
Nell,2,w
Phineas,2,m
Nika,2,w
Raik,2,m
Patricia,2,w
Riccardo,2,m
Philippa,2,w
Rico,2,m
Phoebe,2,w
Roman,2,m
Rahel,2,w
Romeo,2,m
Ramona,2,w
Ronny,2,m
Rebecca,2,w
Rufus,2,m
Runa,2,w
Ryan,2,m
Saliha,2,w
Simeon,2,m
Samantha,2,w
Stephan,2,m
Saphira,2,w
Steve,2,m
Sharleen,2,w
Sven,2,m
Sina,2,w
Tadeus,2,m
Skadi,2,w
Tamo,2,m
Sky,2,w
Tayler,2,m
Soleil,2,w
Taylor,2,m
Solveig,2,w
Thies,2,m
Summer,2,w
Tilmann,2,m
Thalea,2,w
Timm,2,m
Tiana,2,w
Timon,2,m
Tiara,2,w
Timur,2,m
Wanda,2,w
Tomasz,2,m
Yara,2,w
Torsten,2,m
Tristan,2,m
Tyler,2,m
Uwe,2,m
Viktor,2,m
Vinzent,2,m
Vladislav,2,m
Wilfried,2,m
Wolfgang,2,m
Yannis,2,m
Yusuf,2,m
Aaliyah,1,w
Abby,1,w
Abygail,1,w
Adelisa,1,w
Adiba,1,w
Aenna,1,w
Aglaie,1,w
Ailani-Philien,1,w
Aileen,1,w
Aimee,1,w
Aitana,1,w
Alessa,1,w
Aaron-Marvin,1,m
Aletheia,1,w
Abdelhamid,1,m
Ali,1,w
Abdullah,1,m
Alia,1,w
Abraham,1,m
Alicia,1,w
Achim,1,m
Alisa,1,w
Aedan,1,m
Alison,1,w
Agostinho,1,m
Alissa,1,w
Ahab,1,m
Aliyah,1,w
Aibel,1,m
Amandine,1,w
Aidan,1,m
Amankwah,1,w
Aiden-Philipp,1,m
Amata,1,w
Aiko,1,m
Amber,1,w
Akeem,1,m
Amber-Emily,1,w
Akim,1,m
Ambrosia,1,w
Alastair,1,m
Amelia-Maria,1,w
Albrecht,1,m
Amelie-Josehine,1,w
Alea,1,m
Amelie-Sophie,1,w
Alec,1,m
Amely,1,w
Alessandro,1,m
Amilia,1,w
Alexandre,1,m
Amina-Samah,1,w
Aljoscha,1,m
Aminat,1,w
Aljosha,1,m
Aminata,1,w
Alois,1,m
Amiwa,1,w
Alvar,1,m
Amy-Chayenne,1,w
Alwin,1,m
Amy-Joana,1,w
Amandus,1,m
Amy-Lianna,1,w
Amil,1,m
Amy-Lynn,1,w
Amin,1,m
Anabelle,1,w
Amirali,1,m
Andy,1,w
Amor,1,m
Anessa,1,w
Amos,1,m
Anette,1,w
Amsel,1,m
Angel,1,w
Anaking,1,m
Angela,1,w
Andre,1,m
Angélíque,1,w
Andreevič,1,m
Anh,1,w
Andrew,1,m
Ani,1,w
Andrey,1,m
Anice,1,w
Andries,1,m
Aniek,1,w
Anděl,1,m
Aniko,1,w
Angel,1,m
Anja,1,w
Angelini,1,m
Ankica,1,w
Anjo,1,m
Ann,1,w
Ansgar,1,m
Ann-Sophie,1,w
Antoine,1,m
Anna-Julika,1,w
Antonino,1,m
Anna-Sophie,1,w
António,1,m
Annabel,1,w
Apollo,1,m
Annaclara,1,w
Ardian,1,m
Annegret,1,w
Aretx,1,m
Annelie,1,w
Ari,1,m
Annerieke,1,w
Arian,1,m
Annida,1,w
Arij,1,m
Annina,1,w
Arman,1,m
Anná-Lená,1,w
Armas,1,m
Antigone,1,w
Arnd,1,m
Antina,1,w
Arnold,1,m
Antje,1,w
Arseni,1,m
Antoinette,1,w
Artemis,1,m
Antonie,1,w
Arved,1,m
Anu,1,w
Arwed,1,m
Ariadne,1,w
Augustin,1,m
Arleen,1,w
Aurelian,1,m
Arlett,1,w
Avery,1,m
Arwen,1,w
Ayden,1,m
Arzu,1,w
Ayhem,1,m
Ashley,1,w
Aykut,1,m
Ashley-Marie,1,w
Azad,1,m
Asma,1,w
Aziz,1,m
Athena,1,w
Balian,1,m
Audrey,1,w
Bander,1,m
Augustine,1,w
Bao,1,m
Aurelie,1,w
Baran,1,m
Aurélie,1,w
Barne,1,m
Aveline,1,w
Barnet,1,m
Azana,1,w
Basil,1,m
Azra,1,w
Batu,1,m
Azranur,1,w
Beau,1,m
Babette,1,w
Bekir,1,m
Bao,1,w
Bendit,1,m
Beate,1,w
Bendt,1,m
Beatrice,1,w
Bene,1,m
Belin,1,w
Benedict,1,m
Belinda,1,w
Benett,1,m
Belle,1,w
Beniamino,1,m
Bernadette,1,w
Benjamin-Pascal,1,m
Betty,1,w
Bent,1,m
Bianca,1,w
Beppo,1,m
Bianka,1,w
Berthold,1,m
Bibiana,1,w
Beyaz,1,m
Billie,1,w
Bill,1,m
Bo,1,w
Birk,1,m
Bonnie,1,w
Bjane,1,m
Borislavova,1,w
Bjarne,1,m
Brianna,1,w
Blendin,1,m
Brinette,1,w
Bodo,1,m
Buani,1,w
Bombadil,1,m
Caitlyn,1,w
Bonami,1,m
Caitriona,1,w
Boreas,1,m
Caja,1,w
Boris,1,m
Cara-Emilia,1,w
Borna,1,m
Carlota,1,w
Borussia,1,m
Cassedy,1,w
Brandon,1,m
Cataleya,1,w
Briag,1,m
Catalina,1,w
Brian,1,m
Caterina,1,w
Brooklyn,1,m
Catrin,1,w
Bruno-Bela,1,m
Celina,1,w
Bryan,1,m
Chamayne,1,w
Bryan-Tyler,1,m
Channel,1,w
Buddy,1,m
Chantal,1,w
Béla-Alexander,1,m
Chantal-Marie,1,w
Béto,1,m
Charleen,1,w
Bảo,1,m
Charlene,1,w
Cai,1,m
Charlie,1,w
Caillou,1,m
Chayenne,1,w
Cajus,1,m
Chelsey,1,w
Camilo,1,m
Cheyenne,1,w
Carsten,1,m
Chiara,1,w
Cassius,1,m
Christa,1,w
Cem,1,m
Christelle,1,w
Cenk,1,m
Christiane,1,w
Chidubem,1,m
Chrlotte,1,w
Chigozie,1,m
Ciara,1,w
Christen,1,m
Cissilia,1,w
Christo,1,m
Coco,1,w
Christof,1,m
Collien,1,w
Chí,1,m
Constanze,1,w
Cilian,1,m
Cordenonsi,1,w
Claas,1,m
Cosima,1,w
Claus,1,m
Cristina,1,w
Cobinian,1,m
Cäthe,1,w
Cody,1,m
Céleste,1,w
Collin-Jean,1,m
Célin,1,w
Conner,1,m
Danielova,1,w
Conrad,1,m
Daphne,1,w
Corry,1,m
Daria,1,w
Cosmas,1,m
Dawn,1,w
Costantino,1,m
Deborah,1,w
Cristiano,1,m
del,1,w
Cruz,1,m
Delaine,1,w
Célian,1,m
Deliah,1,w
Công,1,m
Demanou,1,w
Dan,1,m
Denise,1,w
Danh,1,m
Derin,1,w
Danièl,1,m
Diane,1,w
Danny,1,m
Dimova,1,w
Darian,1,m
Djenabou,1,w
Darius,1,m
Dominique,1,w
Darius-Dieter,1,m
Doreen,1,w
Dave,1,m
Doremi,1,w
Davin,1,m
Doris,1,w
Dayman,1,m
Dorit,1,w
Delong,1,m
Dorothee,1,w
Denzel,1,m
Dylan,1,w
Derek,1,m
Désirée,1,w
Detlef,1,m
Ealasaid,1,w
Detlev,1,m
Eda,1,w
Devin,1,m
Edelgard,1,w
Dijón,1,m
Edilia,1,w
Dimitrios,1,m
Effi,1,w
Dirk,1,m
Eileen,1,w
Dmitriy,1,m
Ekua,1,w
Domenic,1,m
Elara,1,w
Domenick,1,m
Elayna,1,w
Dominick,1,m
Eleni,1,w
Dominique,1,m
Eleonora,1,w
Dominiqué,1,m
Eleonore-Charlotte,1,w
Drin,1,m
Elice,1,w
Dustin,1,m
Eliette,1,w
Duy,1,m
Elisaveta,1,w
Dylan,1,m
Elise-Maria,1,w
E'tienne-Fredérik,1,m
Eliza,1,w
Eberhard,1,m
Elli'vin,1,w
Eddie,1,m
Ellinor,1,w
Eden,1,m
Elodie,1,w
Edmond,1,m
Elois,1,w
Edwin,1,m
Elora,1,w
Elay,1,m
Else,1,w
Elian,1,m
Emelida,1,w
Elias-Jannik,1,m
Emely-Fenja,1,w
Elias-Pascal,1,m
Emely-Mia,1,w
Elija,1,m
Emelyna,1,w
Elijon,1,m
Emi,1,w
Elimar,1,m
Emili,1,w
Elio,1,m
Emilotte,1,w
Elis,1,m
Emma-Freya,1,w
Elmar,1,m
Emma-Justine,1,w
Elvin,1,m
Emmi,1,w
Emiel,1,m
Emmi-Lee,1,w
Emiliano,1,m
Emylia,1,w
Emin,1,m
Enimia,1,w
Enes,1,m
Enja,1,w
Enrik,1,m
Enna,1,w
Eray,1,m
Enya,1,w
Erekle,1,m
Ernestine,1,w
Eren,1,m
Eske,1,w
Erik-Ian,1,m
Esma,1,w
Erno,1,m
Estella,1,w
Etan,1,m
Esther,1,w
Ewald,1,m
Evelyne-Hayley,1,w
Excellence,1,m
Evi,1,w
Eyk,1,m
Evolet,1,w
Ezra,1,m
Fabien,1,w
Fabián,1,m
Fabiola,1,w
Faris,1,m
Fabiènne,1,w
Faruk,1,m
Faisal,1,w
Felino,1,m
Favour,1,w
Felix-Joel,1,m
Fay,1,w
Fengxian,1,m
Faye,1,w
Ferdi,1,m
Fe,1,w
Ferenc,1,m
Fee,1,w
Fernando,1,m
Feelia,1,w
Ferouzé,1,m
Felia-Sophie,1,w
Ferris,1,m
Felica,1,w
Fidelis,1,m
Felicita,1,w
Filian,1,m
Feline,1,w
Filippo,1,m
Felipa,1,w
Finian,1,m
Fenja,1,w
Finn-Luca,1,m
Feodora,1,w
Finnegan,1,m
Ffion,1,w
Finnian,1,m
Fia,1,w
Fion,1,m
Filipa,1,w
Fitz,1,m
Filomena,1,w
Fjodor,1,m
Finnja,1,w
Florenz,1,m
Fiona-Marie,1,w
Florian-Alexander,1,m
Flaminia,1,w
Floris,1,m
Florence,1,w
Francesco,1,m
Florentina,1,w
Franciszek,1,m
Frances,1,w
François,1,m
Francesca,1,w
Fred,1,m
Freda,1,w
Friedemann,1,m
Frederika,1,w
Frieder,1,m
Frederike,1,w
Fynn-Luca,1,m
Freya,1,w
Garbiel,1,m
Friderike,1,w
Gasper,1,m
Friederika,1,w
Gavrilo,1,m
Gabriele,1,w
Gennaro,1,m
Gail,1,w
George,1,m
Gao,1,w
Georges,1,m
Gemma,1,w
Georgy,1,m
Georgine,1,w
Gianni,1,m
Gertrud,1,w
Giuseppe,1,m
Gesine,1,w
Golle,1,m
Giada,1,w
Golo,1,m
Giesela,1,w
Govinda,1,m
Gisele,1,w
Guilian,1,m
Giulietta,1,w
Gunnar,1,m
Goni,1,w
Gustav-Adolf,1,m
Gretchen,1,w
Gustaw,1,m
Grete,1,w
Gwenolé,1,m
Gwyn,1,w
Gérard,1,m
Güler,1,w
Günter,1,m
Haldis,1,w
Hagen,1,m
Hanne,1,w
Haider,1,m
Hanni,1,w
Hajime,1,m
Hanny,1,w
Hanno,1,m
Harley,1,w
Hans-Leonas,1,m
Hayriye,1,w
Harry,1,m
Hedi,1,w
Hassan,1,m
Helin,1,w
Hayri,1,m
Hella,1,w
Hector,1,m
Hellena,1,w
Heiner,1,m
Helvi,1,w
Helge,1,m
Henny-Marta,1,w
Hendrik,1,m
Hero,1,w
Henric,1,m
Hertha,1,w
Heringer,1,m
Heyun,1,w
Hiêu,1,m
Hildegard,1,w
Hung,1,m
Hope,1,w
Ian-Ray,1,m
Huuli,1,w
Ian-Samuel,1,m
Ibrahim,1,w
Ibrahim,1,m
Ifeoma,1,w
Ida,1,m
Ilana,1,w
Idris,1,m
Ilvy,1,w
Ignacy,1,m
Ina,1,w
Igor,1,m
İnci,1,w
Ilan,1,m
Inger,1,w
Ilay,1,m
Inka,1,w
Ileas,1,m
Inés,1,w
Ilia,1,m
Irmgard,1,w
Ilias,1,m
Isa,1,w
Imanuel,1,m
Isabell,1,w
Inyan,1,m
Isabella-Andreea,1,w
Ioannis,1,m
Isadora,1,w
Isaak,1,m
Izabela,1,w
Isak,1,m
Jachiaevna,1,w
Ismael,1,m
Jaimy,1,w
Ivan,1,m
Jameela,1,w
Ivanovič,1,m
Jamile,1,w
Ivar,1,m
Jamina-Julie,1,w
Iven,1,m
Jane,1,w
Ixtli,1,m
Janine,1,w
Jacek,1,m
Janliz,1,w
Jack-Marlin,1,m
Janntje,1,w
Jaden,1,m
Jari,1,w
Jaek,1,m
Jay-Jay,1,w
Jaidy-Dirk,1,m
Jayla,1,w
Jake,1,m
Jayna-May,1,w
Jake-Elias,1,m
Jaynee,1,w
Jalal,1,m
Jeane,1,w
Jamal,1,m
Jeanne,1,w
Jamil,1,m
Jeannette,1,w
Jamy-Jérémy,1,m
Jelka,1,w
Janik,1,m
Jill,1,w
Janis,1,m
Jing,1,w
Janko,1,m
Jinni,1,w
Janne,1,m
Jo,1,w
Jannick,1,m
Joanna,1,w
Janno,1,m
Joceleen,1,w
Janusch,1,m
Jodie,1,w
Jaremy,1,m
Joey,1,w
Jarno,1,m
Johanna-Sophie,1,w
Jaron,1,m
Johanne,1,w
Jaspar,1,m
Joleen-Shayenne,1,w
Jatoo,1,m
Jolena,1,w
Jaxon,1,m
Jolina-Paulina,1,w
Jaylen,1,m
Jona,1,w
Jean-Paul,1,m
Joni,1,w
Jenke,1,m
Jordis,1,w
Jeremi-Pascal,1,m
Joseline,1,w
Jermain,1,m
Josephin,1,w
Jero,1,m
Josina,1,w
Jerom,1,m
Jouleen,1,w
Jerone,1,m
Jouli,1,w
Jesper,1,m
Jouline,1,w
Jesse,1,m
Joya,1,w
Jesus,1,m
Judy,1,w
Jim,1,m
Juliet,1,w
Jimmy,1,m
Juma,1,w
Joan,1,m
Juni,1,w
Joaquim,1,m
Juno,1,w
Jochen,1,m
Justine,1,w
Joe,1,m
Kacee,1,w
Joel-Julien,1,m
Kai,1,w
Joel-Pascal,1,m
Kaisa,1,w
Joey,1,m
Kaitlyn-Mileyn,1,w
Johann-Amadeus,1,m
Kajsa,1,w
Jonas-Mico,1,m
Kalea,1,w
Jonatan,1,m
Kali,1,w
Jonne,1,m
Kalina,1,w
Joona,1,m
Kane,1,w
Jordan,1,m
Karlina,1,w
Joschuar,1,m
Karolin,1,w
Josha,1,m
Karolina,1,w
José,1,m
Kassandra,1,w
Jozef,1,m
Kate,1,w
Joël,1,m
Kathleen,1,w
Juergen,1,m
Kathrin,1,w
Juma,1,m
Katie,1,w
Jumah,1,m
Katja,1,w
Junes,1,m
Kay,1,w
Junior,1,m
Kaya,1,w
Jura,1,m
Kemunto,1,w
Jurek,1,m
Ketmanee,1,w
Justin,1,m
Kezia,1,w
Juul,1,m
Kia,1,w
János,1,m
Kiana,1,w
Kai,1,m
Kiara,1,w
Kai-Uwe,1,m
Kiki,1,w
Kairon,1,m
Kilani,1,w
Kajetan,1,m
Kiêù,1,w
Kaleb,1,m
Kjella,1,w
Kalle,1,m
Klaudia,1,w
Karim,1,m
Kora,1,w
Karl-Leopold,1,m
Kosima,1,w
Karlo,1,m
Kristine,1,w
Karlson,1,m
Ksenia,1,w
Karsten,1,m
Kyra,1,w
Kassander,1,m
Käthe,1,w
Keanu-Leroy,1,m
Lainey,1,w
Keke,1,m
Lale,1,w
Keles,1,m
Lamia,1,w
Kelvin,1,m
Lamiya-Mae,1,w
Kenan,1,m
Lan,1,w
Kenji,1,m
Lanah,1,w
Kenneth,1,m
Laney,1,w
Keoni,1,m
Laura-Marie,1,w
Kiaro,1,m
Laura-Zoreen,1,w
Kilian-San,1,m
Laureen,1,w
Killian,1,m
Lavin,1,w
Kimmo,1,m
Lavinia,1,w
Kimon,1,m
Layila-Morgan,1,w
Kirian,1,m
Layla,1,w
Kirill,1,m
Layla-Sophie,1,w
Kirkham,1,m
Lea-Sophia,1,w
Kiro,1,m
Lea-Sophie,1,w
Kitaro,1,m
Leah,1,w
Kito,1,m
Leana,1,w
Klaas,1,m
Leanne,1,w
Kluge,1,m
Leda,1,w
Kolia,1,m
Leele,1,w
Kolya,1,m
Leeni,1,w
Kristians,1,m
Leevke,1,w
Krystian,1,m
Leia,1,w
Kuno,1,m
Lejla-Adisa,1,w
Kwame,1,m
Lelah,1,w
Kytai,1,m
Lelia,1,w
Lares,1,m
Lena-Maria,1,w
Lars,1,m
Lena-Marie,1,w
Laszlo,1,m
Lene-Lotte,1,w
Laurens,1,m
Lenya,1,w
Lauris,1,m
Leoni,1,w
Laurits,1,m
Leonida,1,w
Lean,1,m
Leonie-Emilia,1,w
Leandro,1,m
Leonie-Sophie,1,w
Leeland,1,m
Leonora,1,w
Len,1,m
Leonore,1,w
Len-Halvar,1,m
Leopoldine,1,w
Lenard,1,m
Levke,1,w
Lenn,1,m
Leán,1,w
Lennard-Emil,1,m
Lia-Candice,1,w
Lennardt,1,m
Liana,1,w
Lennon,1,m
Lieke,1,w
Leolo,1,m
Liel,1,w
Leon-Mathew,1,m
Liese,1,w
Leone,1,m
Lieve,1,w
Leonid,1,m
Lif,1,w
Lev,1,m
Lika,1,w
Levian,1,m
Lilian,1,w
Lewe,1,m
Liliana,1,w
Lewis,1,m
Lilith,1,w
Lex,1,m
Lilith-Emilia,1,w
Liam-Oskar,1,m
Lillemor,1,w
Lijon-Etjen,1,m
Lillian,1,w
Linas,1,m
Lilliane,1,w
Linuv,1,m
Lilly-Anna,1,w
Lio,1,m
Lina-Sofia,1,w
Lio-Matthias,1,m
Linnet,1,w
Lioh,1,m
Lioba,1,w
Livian,1,m
Lisa-Marie,1,w
Livius,1,m
Lisanne,1,w
Loan,1,m
Lise,1,w
Loke,1,m
Liu,1,w
Loris,1,m
Ljuba,1,w
Lothar,1,m
Loona,1,w
Lou,1,m
Loraine,1,w
Loui-Damian,1,m
Loreley,1,w
Louis-Yari,1,m
Loren,1,w
Lu,1,m
Lorena,1,w
Luan-Paul,1,m
Lori,1,w
Luca-Fynn,1,m
Lotje,1,w
Luca-Maximillian,1,m
Lotta-Estelle,1,w
Luca-Rémy,1,m
Lotte-Mia,1,w
Lucien,1,m
Lotti,1,w
Lucio,1,m
Lovelyn,1,w
Lucius,1,m
Luce,1,w
Luic,1,m
Lucia-Fiona,1,w
Luka,1,m
Luciah,1,w
Lukas-Anthony,1,m
Lucy-Mae,1,w
Lunas,1,m
Lucía,1,w
Lunis,1,m
Luis,1,w
Lutz,1,m
Luiza,1,w
Lyam,1,m
Lumi,1,w
Lâm,1,m
Luna-Marie,1,w
Lập,1,m
Lya,1,w
Maarten,1,m
Lía,1,w
Macsen,1,m
Lönna,1,w
Maddox,1,m
Lúthien,1,w
Magor,1,m
Mabel,1,w
Mahmut,1,m
Madlen,1,w
Maik,1,m
Mae,1,w
Majdi,1,m
Maeva,1,w
Malo,1,m
Maggie,1,w
Mandume,1,m
Mai,1,w
Marcus,1,m
Maily,1,w
Maria,1,m
Maivi,1,w
Mariano,1,m
Maje,1,w
Marianus,1,m
Malak,1,w
Marie,1,m
Malea,1,w
Mario,1,m
Mali,1,w
Maris,1,m
Malie,1,w
Mark-jan,1,m
Malu,1,w
Marley,1,m
Manou,1,w
Marlo,1,m
Manouk,1,w
Marten,1,m
Manu,1,w
Marty,1,m
Marah,1,w
Marwin,1,m
Marelie,1,w
Massih,1,m
Maren,1,w
Matai,1,m
Marga,1,w
Mathieu,1,m
Mari,1,w
Matis,1,m
Mariam,1,w
Matjaš,1,m
Marianne,1,w
Mattheo,1,m
Marie-Louise,1,w
Matthes,1,m
Marieke,1,w
Mattias,1,m
Mariella-Josefine,1,w
Matz,1,m
Marielle,1,w
Mawuena,1,m
Marisa,1,w
Maxim-Tyler,1,m
Marise,1,w
Maxime,1,m
Marit,1,w
Maximillian,1,m
Marita,1,w
Melquiades,1,m
Marla,1,w
Melvin,1,m
Marleni,1,w
Mendim,1,m
Marlies,1,w
Micah,1,m
Marliese,1,w
Michal,1,m
Marnie,1,w
Michél,1,m
Martina,1,w
Mihai-Dacian,1,m
Martje,1,w
Mikael,1,m
Maruja,1,w
Mike,1,m
Mary,1,w
Mikko,1,m
Marylise,1,w
Miklas,1,m
Marzanna,1,w
Miko,1,m
Matea,1,w
Milas,1,m
Mathea,1,w
Miles,1,m
Mathilda-Charlotte,1,w
Milosch,1,m
Matthilda,1,w
Mirac,1,m
Maureen,1,w
Mittelname),1,m
Maxi-Felina,1,w
Mohamed,1,m
Maximilia,1,w
Morris,1,m
May,1,w
Muhammed-Reșid,1,m
Medea,1,w
Mustafa,1,m
Medine,1,w
Mylow,1,m
Meggie,1,w
Máté,1,m
Meiri,1,w
Naade,1,m
Melike,1,w
Nael,1,m
Melina-Arzu,1,w
Nahuel,1,m
Melodie,1,w
Nante,1,m
Meret,1,w
Nash,1,m
Meriel,1,w
Natan,1,m
Mia-Ashley,1,w
Nathaniel,1,m
Mia-Aurora,1,w
Nehemia,1,m
Mia-Juline,1,w
Nelson,1,m
Mia-Samira,1,w
Neo-Luca,1,m
Mia-Sofie,1,w
Nepomuk,1,m
Michelle,1,w
Neven,1,m
Michèle,1,w
Neó,1,m
Mijntje,1,w
Nicholas,1,m
Mikela,1,w
Niclas,1,m
Miky,1,w
Nicola,1,m
Milai,1,w
Nicolaus,1,m
Milda,1,w
Nicu,1,m
Milia,1,w
Niels,1,m
Milli,1,w
Nikias,1,m
Milli-Marie,1,w
Niko,1,m
Millie,1,w
Nikolaevič,1,m
Mimi,1,w
Nikolas,1,m
Mirabel,1,w
Nilson,1,m
Mirabelle,1,w
Nir,1,m
Miranda,1,w
Nizar,1,m
Mirella,1,w
Noa,1,m
Mirosława,1,w
Noam,1,m
Miłana,1,w
Norik,1,m
Momo,1,w
Nosa,1,m
Mouna,1,w
Nuno,1,m
Muinē,1,w
Nuri,1,m
Muriel,1,w
Nystrup,1,m
Mutinda,1,w
ohne,1,m
Myka,1,w
Olaf,1,m
Myla,1,w
Olavi,1,m
Myra,1,w
Oldwig,1,m
Nadin,1,w
Ole-Linus,1,m
Naira,1,w
Oleksìjovič,1,m
Nalan,1,w
Olen,1,m
Nancy,1,w
Olesevič,1,m
Narja,1,w
Olim,1,m
Natsumi,1,w
Olschen,1,m
Nayhla,1,w
Ondrej,1,m
Nayla,1,w
Orlando,1,m
Nazlıhan,1,w
Orpheus,1,m
Neela,1,w
Oruc,1,m
Nela,1,w
Otis,1,m
Nele-Emilia,1,w
Ovid,1,m
Nelli,1,w
Owen,1,m
Ngoc,1,w
Pantu,1,m
Nia,1,w
Paris,1,m
Nicola,1,w
Pars,1,m
Nikita,1,w
Pascual,1,m
Nilay,1,w
Paul-Luca,1,m
Nisa,1,w
Paul-Ole,1,m
Noa,1,w
Pedro,1,m
Noemi,1,w
Pelle,1,m
Noemí,1,w
Percy,1,m
Nola,1,w
Petter,1,m
Noomi,1,w
Pham,1,m
Noralee,1,w
Phileas,1,m
Noreia,1,w
Philemon,1,m
Norina,1,w
Philian,1,m
Novalee,1,w
Philippe,1,m
Nurit,1,w
Phillipp,1,m
ohne,1,w
Phillis,1,m
Olívia,1,w
Pierre,1,m
Orla,1,w
Preston,1,m
Pamela,1,w
Pushkar,1,m
Pebbles,1,w
Quentin,1,m
Penélope,1,w
Quintus,1,m
Peppa,1,w
Ralf,1,m
Pepper,1,w
Ralph,1,m
Peri,1,w
Rami,1,m
Petra,1,w
Ramón,1,m
Philina,1,w
Randolph,1,m
Philine,1,w
Raoul,1,m
Philomea,1,w
Rasulovič,1,m
Phyllida,1,w
Reik,1,m
Phéline,1,w
Reiner,1,m
Pia-Sally,1,w
Reinhold,1,m
Piya,1,w
Remo,1,m
Precilla-Sofi,1,w
Rene,1,m
Priscilla,1,w
Reno,1,m
Pénélope,1,w
Resul,1,m
Quimey,1,w
Reto,1,m
Radigha,1,w
Rewi,1,m
Rafaela,1,w
Reyk,1,m
Rafia,1,w
Richardson,1,m
Rajana,1,w
Rio,1,m
Rameen,1,w
Rion,1,m
Raphaela,1,w
River,1,m
Rasan,1,w
Robbyn,1,m
Raya,1,w
Robinson,1,m
Rayana,1,w
Rocky,1,m
Regina,1,w
Roderich,1,m
Renée,1,w
Rodrik,1,m
Ria,1,w
Roland,1,m
Rika,1,w
Romano,1,m
Rike,1,w
Ross,1,m
Rin,1,w
Rouggiero,1,m
Rita,1,w
Rouven,1,m
Roberta,1,w
Roy,1,m
Robin,1,w
Rudi,1,m
Rocket,1,w
Rudolph,1,m
Romina,1,w
Rufat,1,m
Rosalin,1,w
Rurawe,1,m
Rosemarie,1,w
Rémi,1,m
Rosé,1,w
Rüzgar,1,m
Sabine,1,w
Sachar,1,m
Sabrina,1,w
Sait,1,m
Saira,1,w
Salavat,1,m
Salka,1,w
Salman,1,m
Sam,1,w
Sami,1,m
Samantha-Joy,1,w
Samson,1,m
Samar,1,w
Sander,1,m
Samara,1,w
Santián,1,m
Sandra,1,w
Sascha,1,m
Sarfina,1,w
Sawyer,1,m
Sasha,1,w
Schlomo,1,m
Saskia,1,w
Selim,1,m
Saveria,1,w
Selma,1,m
Scarlett,1,w
Serafim,1,m
Schamm,1,w
Sergij,1,m
Selena,1,w
Sevdov,1,m
Selin,1,w
Severin,1,m
Selina,1,w
Shaban,1,m
Selvi,1,w
Shawn,1,m
Sena,1,w
Siegfried,1,m
Sergeevna,1,w
Silvan,1,m
Sharina,1,w
Sjard,1,m
Sharon-Joleen,1,w
Sol,1,m
Shelian,1,w
Sorske,1,m
Shubhee,1,w
Stanisław,1,m
Sibel,1,w
Stanton,1,m
Sieglinde,1,w
Steffen,1,m
Silvia,1,w
Stipe,1,m
Sinje,1,w
Suat-Mahmut,1,m
Siska,1,w
Sufjan,1,m
Smila,1,w
Sufyan,1,m
Smilla,1,w
Sullivan,1,m
Soley,1,w
Svanur,1,m
Solveigh,1,w
Sven-Damian,1,m
Sona,1,w
Sverre,1,m
Sora,1,w
Sydney,1,m
Stefanie,1,w
Syed,1,m
Stina,1,w
Sylvester,1,m
Suhaylah,1,w
Symon,1,m
Suna,1,w
Söncke-Simon,1,m
Sunmi,1,w
Taddeo,1,m
Susan,1,w
Tadeusz,1,m
Suvi,1,w
Tahiel,1,m
Suzanne,1,w
Taichi,1,m
Svea-Philine,1,w
Talib,1,m
Sway,1,w
Tamay,1,m
Swenja,1,w
Tamir,1,m
Sybille,1,w
Tammo,1,m
Sydney,1,w
Tanju,1,m
Sylvia,1,w
Tarek,1,m
Taissa,1,w
Taro,1,m
Talea,1,w
Tatsuo,1,m
Tamara,1,w
Tayler-Jason,1,m
Tami,1,w
Tchouanga,1,m
Tatum,1,w
Teddy,1,m
Tessa,1,w
Teemo,1,m
Theda,1,w
Temai,1,m
Timea,1,w
Teoman,1,m
Tina,1,w
Terence,1,m
Tinette,1,w
Teron,1,m
Tinúviel,1,w
Thabo,1,m
Tjorven,1,w
Thang,1,m
Toko,1,w
Theoderich,1,m
