anzahl;vorname;geschlecht;position
1;Tai;m;3
1;Tawfik;m;3
1;Thaddeus;m;3
1;Tianlan;m;3
1;Tobias;m;3
1;Tung;m;3
1;Uhunakemare;m;3
1;Valentin;m;3
1;Victor;m;3
1;Vincent;m;3
1;Vinzenz;m;3
1;Wai;m;3
1;Walther;m;3
1;Werner;m;3
1;Wolfgang;m;3
1;Âkif;m;3
1;Şahin;m;3
1;Abieyuwa;w;2
1;Abiodun;w;2
1;Abril;w;2
1;Adeline;w;2
1;Adriana;w;2
1;Agnieszka;w;2
1;Agnès;w;2
1;Ahmed;w;2
1;Aimée;w;2
1;Aino;w;2
1;Alena;w;2
1;Alexa;w;2
1;Alexis;w;2
1;Alina;w;2
1;Aliseh;w;2
1;Aliyah;w;2
1;Allegra;w;2
1;Alva;w;2
1;Alwina;w;2
1;Alwine;w;2
1;Amali;w;2
1;Amanda;w;2
1;Amara;w;2
1;Amine;w;2
1;Aadam;m;2
1;Anabell;w;2
1;Abbas;m;2
1;Anastasia;w;2
1;Abdul;m;2
1;Andreea;w;2
1;Abhay;m;2
1;Angelina;w;2
1;Adel;m;2
1;Angelova;w;2
1;Aeneas;m;2
1;Aniela;w;2
1;Ahad;m;2
1;Anja;w;2
1;Ahum;m;2
1;Anjeolaoluwa;w;2
1;Aiven;m;2
1;Ann;w;2
1;Aién;m;2
1;Ann-Mickaëlla;w;2
1;Aki;m;2
1;Annalena;w;2
1;Akif;m;2
1;Anne;w;2
1;Akira;m;2
1;Annelie;w;2
1;Akorede;m;2
1;Annelies;w;2
1;Alaettin;m;2
1;Annett;w;2
1;Alan;m;2
1;Annette;w;2
1;Alaz;m;2
1;Antje;w;2
1;Alejandro;m;2
1;Antonie;w;2
1;Aleksander;m;2
1;Aria;w;2
1;Alesio;m;2
1;Asha;w;2
1;Alexandrovič;m;2
1;Augustine;w;2
1;Alfred;m;2
1;Aurelié;w;2
1;Aliyas;m;2
1;Aurora;w;2
1;Aljoscha;m;2
1;Aya;w;2
1;Alp;m;2
1;Ayda;w;2
1;Alvin;m;2
1;Aynișah;w;2
1;Alwin;m;2
1;Ayumi;w;2
1;Amadeus;m;2
1;Balın;w;2
1;Amaro;m;2
1;Barbara;w;2
1;Amir;m;2
1;Bella;w;2
1;Andrei;m;2
1;Belle;w;2
1;Antero;m;2
1;Bemah;w;2
1;Anthony;m;2
1;Bernadette;w;2
1;Anto;m;2
1;Blessed;w;2
1;Antoni;m;2
1;Borisova;w;2
1;Antonius;m;2
1;Bruni;w;2
1;Apollo;m;2
1;Bảo;w;2
1;Araz;m;2
1;Camilla;w;2
1;Arend;m;2
1;Canela;w;2
1;Arendt;m;2
1;Caro;w;2
1;Arsya;m;2
1;Caroline;w;2
1;Artjom;m;2
1;Catalina;w;2
1;Asaf;m;2
1;Cathleen;w;2
1;Asante;m;2
1;Cattleya;w;2
1;Aslan;m;2
1;Cecilia;w;2
1;Athanassios;m;2
1;Celine;w;2
1;Atlas;m;2
1;Cennet;w;2
1;Aurelio;m;2
