anzahl;vorname;geschlecht;position
1;Isabell;w;2
1;Georgievič;m;2
1;Jaqueline;w;2
1;Ghazi;m;2
1;Jasmin;w;2
1;Hannes;m;2
1;Jewdokia;w;2
1;Hans;m;2
1;Joleen;w;2
1;Helmut;m;2
1;Jolyne;w;2
1;Henri;m;2
1;Jonna;w;2
1;Herbert;m;2
1;Joyce;w;2
1;Hristov;m;2
1;Judith;w;2
1;Híếu;m;2
1;Julienne;w;2
1;Hăo;m;2
1;Juliett;w;2
1;Iulian;m;2
1;Jutta;w;2
1;Jacob;m;2
1;Karin;w;2
1;Jakup;m;2
1;Karlotta;w;2
1;James;m;2
1;Karolina;w;2
1;Jasper;m;2
1;Kaur;w;2
1;Jeremy;m;2
1;Khánh;w;2
1;Joachim;m;2
1;Kira;w;2
1;Joel;m;2
1;Klara;w;2
1;Jona;m;2
1;Kristin;w;2
1;Jonas;m;2
1;Kylie;w;2
1;Josef;m;2
1;Latanya;w;2
1;José;m;2
1;Leandra;w;2
1;Julius;m;2
1;Letycia;w;2
1;Juri;m;2
1;Lilian;w;2
1;Karl;m;2
1;Lilli;w;2
1;Karl-Heinz;m;2
1;Lilly;w;2
1;Kasimir;m;2
1;Lina;w;2
1;Khang;m;2
1;Lodi;w;2
1;Knut;m;2
1;Lore;w;2
1;Konstantin;m;2
1;Louise;w;2
1;Kuno;m;2
1;Luisa;w;2
1;Lee;m;2
1;Lynette;w;2
1;Leif;m;2
1;Magdalena;w;2
1;Lennox;m;2
1;Mai;w;2
1;Leo;m;2
1;Majken;w;2
1;Leon;m;2
1;Malou;w;2
1;Leonard;m;2
1;Marisol;w;2
1;Levi;m;2
1;Marlen;w;2
1;Liam;m;2
1;Maruša;w;2
1;Linus;m;2
1;Matilda;w;2
1;Logan;m;2
1;Maximovna;w;2
1;Luis;m;2
1;Medina;w;2
1;Lukas;m;2
1;Melaine;w;2
1;Lutz;m;2
1;Mercedes;w;2
1;Manfred;m;2
1;Merle;w;2
1;Marian;m;2
1;Mietz;w;2
1;Mark;m;2
1;Mileen;w;2
1;Mason;m;2
1;Milerna;w;2
1;Mateusz;m;2
1;Minh;w;2
1;Matthias;m;2
1;Mira;w;2
1;Maxim;m;2
1;Mireille;w;2
1;Maximus;m;2
1;Monika;w;2
1;Meeko;m;2
1;Mukuhi;w;2
1;Mehmedov;m;2
1;Nicole;w;2
1;Menelaos;m;2
1;Nicoletta;w;2
1;Mezhdun;m;2
1;Nikola;w;2
1;Mikhailovich;m;2
1;Noreen;w;2
1;Mio;m;2
1;Noémi;w;2
1;Moritz;m;2
1;Odette;w;2
1;Mạnh;m;2
1;Osatohamwen;w;2
1;Nam;m;2
1;Paulin;w;2
1;Nicolas;m;2
1;Peyton;w;2
1;Noel;m;2
1;Priscilla;w;2
1;Norman;m;2
1;Renate;w;2
1;Oktay;m;2
1;Renee;w;2
1;Ole;m;2
1;Renia;w;2
1;Oleander;m;2
1;Robin;w;2
1;Oliver;m;2
1;Rosalie;w;2
1;Pascal;m;2
1;Ruth;w;2
1;Per;m;2
1;Saidolimkhon'ovna;w;2
1;Phoenix;m;2
1;Sakura;w;2
1;Phu;m;2
1;Sandra;w;2
1;Quế;m;2
1;Sarah;w;2
1;Rahim;m;2
1;Shirin;w;2
1;Ramiro;m;2
1;Sokey;w;2
1;Robert;m;2
1;Sophi;w;2
1;Robin;m;2
1;Soraya;w;2
1;Ronny;m;2
1;Stephanie;w;2
1;Roy;m;2
1;Svea;w;2
1;Rurik;m;2
1;Sven;w;2
1;Santos;m;2
1;Talulah;w;2
1;Seraphin;m;2
1;Tamara;w;2
1;Siegfried;m;2
1;Taranee;w;2
1;Sigfried;m;2
1;Thea;w;2
1;Silas;m;2
1;Theresa;w;2
1;Tarje;m;2
1;Toni;w;2
1;Taylor;m;2
1;Trà;w;2
1;Till;m;2
1;Umarovna;w;2
1;Tino;m;2
1;Veronika;w;2
1;Tuấn;m;2
1;Viktoria;w;2
1;Valentin;m;2
1;Viktorovna;w;2
1;Vincent;m;2
1;Vlasimirova;w;2
1;Văn;m;2
1;Vy;w;2
1;Walter;m;2
1;Yvonne;w;2
1;Wilhelm;m;2
1;Wolfgang;m;2
1;Yoshi;m;2
1;Yves;m;2
1;Émelien;m;2
1;Aaron;m;1
1;Abdessalam;m;1
1;Abdul;m;1
1;Abdurrahman;m;1
1;Abolfazl;m;1
1;Adam-Arik;m;1
1;Adrian;m;1
1;Ahmad;m;1
1;Ahmed;m;1
1;Aiden;m;1
1;Ajlan;m;1
1;Alec;m;1
1;Ali;m;1
1;Alvaro;m;1
1;Amin;m;1
1;Amir;m;1
1;Anis;m;1
1;Aaliyah;w;1
1;Archie;m;1
1;Abel;w;1
1;Ares;m;1
1;Alexandra;w;1
1;Arian;m;1
1;Aleyna;w;1
1;Arijan;m;1
1;Alice;w;1
1;Arjon;m;1
1;Alisa;w;1
1;Armin;m;1
1;Alison;w;1
1;Arne;m;1
1;Alissa;w;1
1;Arnim;m;1
1;Almina;w;1
1;Arsenije;m;1
1;Alvija;w;1
1;Arseniy;m;1
1;Amara;w;1
1;Artem;m;1
1;Amelia;w;1
1;Arthur;m;1
1;Amilia;w;1
1;Asare;m;1
1;Amina;w;1
1;Aurelio;m;1
1;Amy;w;1
1;Barry;m;1
1;Anais-Maria;w;1
1;Bela;m;1
1;Angelina;w;1
1;Benedict;m;1
1;Anh;w;1
1;Benedict-Emanuel;m;1
1;Anja;w;1
1;Benedikt;m;1
1;Annthonia;w;1
1;Bennett;m;1
1;Antonia;w;1
1;Bente;m;1
1;Armila;w;1
1;Bogdan;m;1
1;Athena;w;1
1;Boris;m;1
1;Aurora;w;1
1;Borka;m;1
1;Ava;w;1
1;Béla;m;1
1;Avai;w;1
1;Bảo;m;1
1;Avin;w;1
1;Can;m;1
1;Ayda;w;1
1;Carlos;m;1
1;Bella;w;1
1;Casper;m;1
1;Beverly-Ann;w;1
1;Ceyden;m;1
1;Björk;w;1
1;Charly;m;1
1;Bozhidara;w;1
1;Chris;m;1
1;Cady;w;1
1;Christian;m;1
1;Carla;w;1
1;Constantin;m;1
1;Carlie;w;1
1;Cristian;m;1
1;Carlotta;w;1
1;Curt;m;1
1;Cataleya;w;1
1;Daian;m;1
1;Catherine;w;1
1;Damian;m;1
1;Cecilia;w;1
1;Damir;m;1
1;Celine;w;1
1;Daniil;m;1
1;Cleo;w;1
1;Darius;m;1
1;Dafina;w;1
1;David-Andrei;m;1
1;Dalia;w;1
1;Davin;m;1
1;Daria;w;1
1;Denis;m;1
1;Daria-Maria;w;1
1;Dennis;m;1
1;Dayse;w;1
1;Devin;m;1
1;Delayna;w;1
1;Devin-Pascal;m;1
1;Delia;w;1
1;Dorian;m;1
1;Denisa;w;1
1;Dumitru;m;1
1;Diana;w;1
1;Ebragim;m;1
1;Dilara;w;1
1;Eddie;m;1
1;Dörte-Danielle;w;1
1;Eliano;m;1
1;Eilla;w;1
1;Elyas;m;1
1;Elea;w;1
1;Emilian;m;1
1;Eleonore;w;1
1;Emilio;m;1
1;Eleyna;w;1
1;Emilio-Luca;m;1
1;Elif;w;1
1;Emran;m;1
1;Eliina;w;1
1;Ethan;m;1
1;Elinor;w;1
1;Fabian;m;1
1;Elisa-Julie;w;1
1;Fabius;m;1
1;Eliza;w;1
1;Falk;m;1
1;Ellen;w;1
1;Ferdinand;m;1
1;Ellenor;w;1
1;Filip;m;1
1;Elli;w;1
1;Franz;m;1
1;Ellie;w;1
1;Fredo;m;1
1;Else;w;1
1;Fryderyk;m;1
1;Emilija;w;1
1;Fynn-Elias;m;1
1;Emira;w;1
1;Gabriel;m;1
1;Emma-Eileen;w;1
1;Hamid;m;1
1;Emmi;w;1
1;Hamza;m;1
1;Ennie;w;1
1;Hannes;m;1
1;Eri;w;1
1;Hao;m;1
1;Esmay;w;1
1;Heidrich;m;1
1;Evelina;w;1
1;Hendrik;m;1
1;Felicia;w;1
1;Henning;m;1
1;Florence;w;1
1;Henri;m;1
1;Florentine;w;1
1;Hubert;m;1
1;Franceska;w;1
1;Hugo;m;1
1;Friederike;w;1
1;Ibrahim;m;1
1;Gabryela;w;1
1;Ilias;m;1
1;Gia;w;1
1;Ivan;m;1
1;Gloria;w;1
1;Jaden;m;1
1;Grace;w;1
1;Jadon-Thomas;m;1
1;Hai;w;1
1;Janick;m;1
1;Haily;w;1
1;Jaromir;m;1
1;Hedda;w;1
1;Jasper;m;1
1;Hede;w;1
1;Jax;m;1
1;Heidi;w;1
1;Jayden;m;1
1;Helene;w;1
1;Jermar;m;1
1;Henni;w;1
1;Jerome;m;1
1;Henriette;w;1
1;Jimmy;m;1
1;Hoa;w;1
1;Joel;m;1
1;Holly;w;1
1;Johnas;m;1
1;Ilvie;w;1
1;Johnny;m;1
1;Ilvy;w;1
1;Johnson;m;1
1;Irene;w;1
1;Jona;m;1
1;Irina;w;1
1;Jonathan;m;1
1;Iveta;w;1
1;Jonnie;m;1
1;Ivy;w;1
1;Jordan;m;1
1;Jana-Jolien;w;1
1;Joris;m;1
1;Janina;w;1
1;Joseph;m;1
1;Jara;w;1
1;Justus;m;1
1;Jasmin;w;1
1;Jusuf;m;1
1;Jelena;w;1
1;Keke;m;1
1;Jelia;w;1
1;Kemran;m;1
1;Jenifer;w;1
1;Keno;m;1
1;Jessica;w;1
1;Kimi;m;1
1;Jette;w;1
1;Kjell;m;1
1;Jill;w;1
1;Klaas;m;1
1;Johannah;w;1
1;Konstantin;m;1
1;Jolin;w;1
1;Kristian;m;1
1;Jomeiry;w;1
1;Lasse;m;1
1;Josephin;w;1
1;Lean;m;1
1;Joudi;w;1
1;Len;m;1
1;Jule;w;1
1;Lennard;m;1
1;Julié;w;1
1;Lennox;m;1
1;Juna;w;1
1;Leonid;m;1
1;Juni;w;1
1;Levin;m;1
1;Kaja;w;1
1;Lias;m;1
1;Karina;w;1
1;Lieven;m;1
1;Katharina;w;1
1;Lino;m;1
1;Katharina-Leia;w;1
1;Lior;m;1
1;Katrin;w;1
1;Logan-Finn;m;1
1;Kelly;w;1
1;Loran;m;1
1;Kimberly;w;1
1;Lorans;m;1
1;Kira;w;1
1;Luan;m;1
1;Klara;w;1
1;Lucien;m;1
1;Käthe;w;1
1;Luk;m;1
1;Lagertha;w;1
1;Lyam;m;1
1;Laila;w;1
1;Lyan;m;1
1;Lana;w;1
1;Magd;m;1
1;Laura;w;1
1;Mahmoud;m;1
1;Lea-Madeleine;w;1
1;Mailo;m;1
1;Leana;w;1
1;Makar;m;1
1;Leandra;w;1
1;Malek;m;1
1;Leia;w;1
1;Manuel;m;1
1;Leila;w;1
1;Marco;m;1
1;Leilana;w;1
1;Mares;m;1
1;Leonita;w;1
1;Marian;m;1
1;Leyla;w;1
1;Maris;m;1
1;Lia-Summer;w;1
1;Marlon;m;1
1;Lilien;w;1
1;Martin;m;1
1;Lilith;w;1
1;Matheo;m;1
1;Lilly-Ann;w;1
1;Matti;m;1
1;Lilyan;w;1
1;Mattia;m;1
1;Line;w;1
1;Mattis;m;1
1;Lisbeth;w;1
1;Matvei;m;1
1;Livia;w;1
1;Maxime;m;1
1;Loredana;w;1
1;Mian;m;1
1;Lote;w;1
1;Mika;m;1
1;Lotta;w;1
1;Mike;m;1
1;Louisa-Jolie;w;1
1;Milan;m;1
1;Lucia;w;1
1;Milo;m;1
1;Lucie;w;1
1;Milow;m;1
1;Luna;w;1
1;Mio;m;1
1;Madelina;w;1
1;Misva;m;1
1;Madrisa;w;1
1;Mohamed;m;1
1;Mai;w;1
1;Mustafa;m;1
1;Maika;w;1
1;Myles;m;1
1;Mailin;w;1
1;Mylo;m;1
1;Makayla;w;1
1;Nemo;m;1
1;Malea;w;1
1;Neo;m;1
1;Malwine;w;1
1;Nguyêñ;m;1
1;Mandeep;w;1
1;Niccoló;m;1
1;Marianna;w;1
1;Nicolas;m;1
1;Marie;w;1
1;Niilo;m;1
1;Marieanna;w;1
1;Nikita;m;1
1;Mariella;w;1
1;Niklas;m;1
1;Marina;w;1
1;Nikolas;m;1
1;Marleen;w;1
1;Nilas;m;1
1;Marlen;w;1
1;Noam;m;1
1;Martsana;w;1
1;Norwin-Viljo;m;1
1;Mary;w;1
1;Odin;m;1
1;Maryam;w;1
1;Ole;m;1
1;Matilda;w;1
1;Pascal;m;1
1;Maxi;w;1
1;Perino;m;1
1;Maxie;w;1
1;Phil;m;1
1;Medina;w;1
1;Phileas;m;1
1;Melika;w;1
1;Philo;m;1
1;Mena;w;1
1;Pino;m;1
1;Mia-Sophie;w;1
1;Quang;m;1
1;Mia-Summer;w;1
1;Rayyan;m;1
1;Milena;w;1
1;Richard;m;1
1;Miley;w;1
1;Robert;m;1
1;Milla;w;1
1;Robin;m;1
1;Minna;w;1
1;Rojs;m;1
1;Mira;w;1
1;Rune;m;1
1;Miriam;w;1
1;Sahit;m;1
1;Muxin;w;1
1;Saif;m;1
1;Nada;w;1
1;Sait;m;1
1;Nadja;w;1
1;Samaid;m;1
1;Naile;w;1
1;Sebastian;m;1
1;Nalea;w;1
1;Servan;m;1
1;Naliah;w;1
1;Sigmar;m;1
1;Nana;w;1
1;Stanley;m;1
1;Naomi;w;1
1;Stefan;m;1
1;Nargiss;w;1
1;Stian;m;1
1;Nayara;w;1
1;Sudais;m;1
1;Nayla;w;1
1;Szymon;m;1
1;Nergis;w;1
1;Tayo;m;1
1;Nguyễn;w;1
1;Thien;m;1
1;Nika;w;1
1;Thilo;m;1
1;Nika-Gina;w;1
1;Thor;m;1
1;Nikole;w;1
1;Thorin;m;1
1;Noemi;w;1
1;Timeo;m;1
1;Noni;w;1
1;Timofey;m;1
1;Nouhaila;w;1
1;Tom;m;1
1;Nour;w;1
1;Toni;m;1
1;Oktavia;w;1
1;Trí;m;1
1;Ophelia;w;1
1;Tất;m;1
1;Peneleopé;w;1
1;Utsman;m;1
1;Penelope;w;1
1;Vicente;m;1
1;Philomena-Joleen;w;1
1;Vincent;m;1
1;Phoebe;w;1
1;Wakom;m;1
1;Precious;w;1
1;Wilhelm;m;1
1;Priya-Laurine;w;1
1;Wissam;m;1
1;Radmira;w;1
1;Wladimir;m;1
1;Rebeca;w;1
1;Yahya;m;1
1;Retag;w;1
1;Yamin;m;1
1;Rieke;w;1
1;Yannick;m;1
1;Rihanna;w;1
1;Yasha;m;1
1;Rike;w;1
1;Yasser;m;1
1;Rona;w;1
1;Yato;m;1
1;Ronja;w;1
1;Zaid;m;1
1;Rosef;w;1
1;Zayn;m;1
1;Rowena;w;1
1;Sabah;w;1
1;Sahra-Sophie;w;1
1;Sally;w;1
1;Samira;w;1
1;Sarah;w;1
1;Sarina;w;1
1;Selina;w;1
1;Selma;w;1
1;Shanaya;w;1
1;Shaza;w;1
1;Smilla;w;1
1;Sofia;w;1
1;Stella;w;1
1;Stine;w;1
1;Sumaya;w;1
1;Sura;w;1
1;Svea;w;1
1;Tabetu;w;1
1;Tarja;w;1
1;Teodora;w;1
1;Thea;w;1
1;Theodora;w;1
1;Tife;w;1
1;Tiia;w;1
1;Toni;w;1
1;Tram;w;1
1;Tulip;w;1
1;Tãm;w;1
1;Valeria;w;1
1;Victoria-Sophie;w;1
1;Wanda;w;1
1;Weronika;w;1
1;Yara;w;1
1;Yasemin;w;1
1;Ylva;w;1
1;Zoé-Phelia;w;1
1;Zuri;w;1
1;Đỗ;w;1
